,Variable,Year,Province,Value,Admin_Lvl,Region,Unit
977,Magnitude of Subsistence Poor Population,2009,Capiz,90739.0,Province,Region VI, people
978,Magnitude of Subsistence Poor Population,2012,Capiz,91947.0,Province,Region VI, people
979,Magnitude of Subsistence Poor Population,2015,Capiz,23911.0,Province,Region VI, people
980,Annual Per Capita Poverty Threshold (in Pesos),1991,Region XIII,6099.0,Region,Region XIII, PHP
981,Annual Per Capita Poverty Threshold (in Pesos),2006,Region XIII,14324.0,Region,Region XIII, PHP
982,Annual Per Capita Poverty Threshold (in Pesos),2009,Region XIII,18309.0,Region,Region XIII, PHP
983,Annual Per Capita Poverty Threshold (in Pesos),2012,Region XIII,19629.0,Region,Region XIII, PHP
984,Annual Per Capita Poverty Threshold (in Pesos),2015,Region XIII,22570.0,Region,Region XIII, PHP
985,Poverty Incidence among Families (%),1991,Region XIII,48.5,Region,Region XIII,%
986,Poverty Incidence among Families (%),2006,Region XIII,41.7,Region,Region XIII,%
987,Poverty Incidence among Families (%),2009,Region XIII,46.0,Region,Region XIII,%
988,Poverty Incidence among Families (%),2012,Region XIII,31.9,Region,Region XIII,%
989,Poverty Incidence among Families (%),2015,Region XIII,30.8,Region,Region XIII,%
990,Magnitude of Poor Families,1991,Region XIII,163244.0,Region,Region XIII, families
991,Magnitude of Poor Families,2006,Region XIII,191315.0,Region,Region XIII, families
992,Magnitude of Poor Families,2009,Region XIII,227453.0,Region,Region XIII, families
993,Magnitude of Poor Families,2012,Region XIII,169522.0,Region,Region XIII, families
994,Magnitude of Poor Families,2015,Region XIII,178160.0,Region,Region XIII, families
995,Poverty Incidence among Population (%),1991,Region XIII,54.3,Region,Region XIII,%
996,Poverty Incidence among Population (%),2006,Region XIII,49.2,Region,Region XIII,%
997,Poverty Incidence among Population (%),2009,Region XIII,54.4,Region,Region XIII,%
998,Poverty Incidence among Population (%),2012,Region XIII,40.3,Region,Region XIII,%
999,Poverty Incidence among Population (%),2015,Region XIII,39.1,Region,Region XIII,%
1000,Magnitude of Poor Population,1991,Region XIII,972186.0,Region,Region XIII, people
1001,Magnitude of Poor Population,2006,Region XIII,1132669.0,Region,Region XIII, people
1002,Magnitude of Poor Population,2009,Region XIII,1291683.0,Region,Region XIII, people
1003,Magnitude of Poor Population,2012,Region XIII,1001923.0,Region,Region XIII, people
1004,Magnitude of Poor Population,2015,Region XIII,1062312.0,Region,Region XIII, people
1005,Subsistence Incidence among Population (%),1991,Region XIII,33.1,Region,Region XIII,%
1006,Subsistence Incidence among Population (%),2006,Region XIII,27.4,Region,Region XIII,%
1007,Subsistence Incidence among Population (%),2009,Region XIII,30.8,Region,Region XIII,%
1008,Subsistence Incidence among Population (%),2012,Region XIII,18.3,Region,Region XIII,%
1009,Subsistence Incidence among Population (%),2015,Region XIII,16.8,Region,Region XIII,%
1010,Magnitude of Subsistence Poor Population,1991,Region XIII,593582.0,Region,Region XIII, people
1011,Magnitude of Subsistence Poor Population,2006,Region XIII,629117.0,Region,Region XIII, people
1012,Magnitude of Subsistence Poor Population,2009,Region XIII,731148.0,Region,Region XIII, people
1013,Magnitude of Subsistence Poor Population,2012,Region XIII,455903.0,Region,Region XIII, people
1014,Magnitude of Subsistence Poor Population,2015,Region XIII,456930.0,Region,Region XIII, people
1015,Annual Per Capita Poverty Threshold (in Pesos),1991,Catanduanes,,Province,Region V, PHP
1016,Annual Per Capita Poverty Threshold (in Pesos),2006,Catanduanes,13369.0,Province,Region V, PHP
1017,Annual Per Capita Poverty Threshold (in Pesos),2009,Catanduanes,17057.0,Province,Region V, PHP
1018,Annual Per Capita Poverty Threshold (in Pesos),2012,Catanduanes,18303.0,Province,Region V, PHP
1019,Annual Per Capita Poverty Threshold (in Pesos),2015,Catanduanes,21660.0,Province,Region V, PHP
1020,Poverty Incidence among Families (%),1991,Catanduanes,,Province,Region V,%
1021,Poverty Incidence among Families (%),2006,Catanduanes,33.0,Province,Region V,%
1022,Poverty Incidence among Families (%),2009,Catanduanes,22.6,Province,Region V,%
1023,Poverty Incidence among Families (%),2012,Catanduanes,27.1,Province,Region V,%
1024,Poverty Incidence among Families (%),2015,Catanduanes,33.6,Province,Region V,%
1025,Magnitude of Poor Families,1991,Catanduanes,,Province,Region V, families
1026,Magnitude of Poor Families,2006,Catanduanes,15193.0,Province,Region V, families
1027,Magnitude of Poor Families,2009,Catanduanes,11002.0,Province,Region V, families
1028,Magnitude of Poor Families,2012,Catanduanes,13919.0,Province,Region V, families
1029,Magnitude of Poor Families,2015,Catanduanes,20022.0,Province,Region V, families
1030,Poverty Incidence among Population (%),1991,Catanduanes,,Province,Region V,%
1031,Poverty Incidence among Population (%),2006,Catanduanes,41.4,Province,Region V,%
1032,Poverty Incidence among Population (%),2009,Catanduanes,29.1,Province,Region V,%
1033,Poverty Incidence among Population (%),2012,Catanduanes,33.8,Province,Region V,%
1034,Poverty Incidence among Population (%),2015,Catanduanes,43.4,Province,Region V,%
1035,Magnitude of Poor Population,1991,Catanduanes,,Province,Region V, people
1036,Magnitude of Poor Population,2006,Catanduanes,91033.0,Province,Region V, people
1037,Magnitude of Poor Population,2009,Catanduanes,65268.0,Province,Region V, people
1038,Magnitude of Poor Population,2012,Catanduanes,86574.0,Province,Region V, people
1039,Magnitude of Poor Population,2015,Catanduanes,129486.0,Province,Region V, people
1040,Subsistence Incidence among Population (%),1991,Catanduanes,,Province,Region V,%
1041,Subsistence Incidence among Population (%),2006,Catanduanes,19.3,Province,Region V,%
1042,Subsistence Incidence among Population (%),2009,Catanduanes,14.4,Province,Region V,%
1043,Subsistence Incidence among Population (%),2012,Catanduanes,24.3,Province,Region V,%
1044,Subsistence Incidence among Population (%),2015,Catanduanes,16.9,Province,Region V,%
1045,Magnitude of Subsistence Poor Population,1991,Catanduanes,,Province,Region V, people
1046,Magnitude of Subsistence Poor Population,2006,Catanduanes,42402.0,Province,Region V, people
1047,Magnitude of Subsistence Poor Population,2009,Catanduanes,32317.0,Province,Region V, people
1048,Magnitude of Subsistence Poor Population,2012,Catanduanes,62337.0,Province,Region V, people
1049,Magnitude of Subsistence Poor Population,2015,Catanduanes,50591.0,Province,Region V, people
1050,Annual Per Capita Poverty Threshold (in Pesos),1991,Cavite,,Province,Region IV-A, PHP
1051,Annual Per Capita Poverty Threshold (in Pesos),2006,Cavite,13343.0,Province,Region IV-A, PHP
1052,Annual Per Capita Poverty Threshold (in Pesos),2009,Cavite,16677.0,Province,Region IV-A, PHP
1053,Annual Per Capita Poverty Threshold (in Pesos),2012,Cavite,19948.0,Province,Region IV-A, PHP
1054,Annual Per Capita Poverty Threshold (in Pesos),2015,Cavite,24882.0,Province,Region IV-A, PHP
1055,Poverty Incidence among Families (%),1991,Cavite,,Province,Region IV-A,%
1056,Poverty Incidence among Families (%),2006,Cavite,1.2,Province,Region IV-A,%
1057,Poverty Incidence among Families (%),2009,Cavite,2.2,Province,Region IV-A,%
1058,Poverty Incidence among Families (%),2012,Cavite,2.6,Province,Region IV-A,%
1059,Poverty Incidence among Families (%),2015,Cavite,4.5,Province,Region IV-A,%
1060,Magnitude of Poor Families,1991,Cavite,,Province,Region IV-A, families
1061,Magnitude of Poor Families,2006,Cavite,7093.0,Province,Region IV-A, families
1062,Magnitude of Poor Families,2009,Cavite,15157.0,Province,Region IV-A, families
1063,Magnitude of Poor Families,2012,Cavite,19983.0,Province,Region IV-A, families
1064,Magnitude of Poor Families,2015,Cavite,35873.0,Province,Region IV-A, families
1065,Poverty Incidence among Population (%),1991,Cavite,,Province,Region IV-A,%
1066,Poverty Incidence among Population (%),2006,Cavite,1.8,Province,Region IV-A,%
1067,Poverty Incidence among Population (%),2009,Cavite,3.2,Province,Region IV-A,%
1068,Poverty Incidence among Population (%),2012,Cavite,3.4,Province,Region IV-A,%
1069,Poverty Incidence among Population (%),2015,Cavite,6.8,Province,Region IV-A,%
1070,Magnitude of Poor Population,1991,Cavite,,Province,Region IV-A, people
1071,Magnitude of Poor Population,2006,Cavite,49511.0,Province,Region IV-A, people
1072,Magnitude of Poor Population,2009,Cavite,93697.0,Province,Region IV-A, people
1073,Magnitude of Poor Population,2012,Cavite,113359.0,Province,Region IV-A, people
1074,Magnitude of Poor Population,2015,Cavite,233844.0,Province,Region IV-A, people
1075,Subsistence Incidence among Population (%),1991,Cavite,,Province,Region IV-A,%
1076,Subsistence Incidence among Population (%),2006,Cavite,0.3,Province,Region IV-A,%
1077,Subsistence Incidence among Population (%),2009,Cavite,0.0,Province,Region IV-A,%
1078,Subsistence Incidence among Population (%),2012,Cavite,0.5,Province,Region IV-A,%
1079,Subsistence Incidence among Population (%),2015,Cavite,1.7,Province,Region IV-A,%
1080,Magnitude of Subsistence Poor Population,1991,Cavite,,Province,Region IV-A, people
1081,Magnitude of Subsistence Poor Population,2006,Cavite,7762.0,Province,Region IV-A, people
1082,Magnitude of Subsistence Poor Population,2009,Cavite,0.0,Province,Region IV-A, people
1083,Magnitude of Subsistence Poor Population,2012,Cavite,17660.0,Province,Region IV-A, people
1084,Magnitude of Subsistence Poor Population,2015,Cavite,59553.0,Province,Region IV-A, people
1085,Annual Per Capita Poverty Threshold (in Pesos),1991,Cebu,,Province,Region VII, PHP
1086,Annual Per Capita Poverty Threshold (in Pesos),2006,Cebu,15064.0,Province,Region VII, PHP
1087,Annual Per Capita Poverty Threshold (in Pesos),2009,Cebu,17770.0,Province,Region VII, PHP
1088,Annual Per Capita Poverty Threshold (in Pesos),2012,Cebu,18855.0,Province,Region VII, PHP
1089,Annual Per Capita Poverty Threshold (in Pesos),2015,Cebu,21740.0,Province,Region VII, PHP
1090,Poverty Incidence among Families (%),1991,Cebu,,Province,Region VII,%
1091,Poverty Incidence among Families (%),2006,Cebu,25.6,Province,Region VII,%
1092,Poverty Incidence among Families (%),2009,Cebu,22.3,Province,Region VII,%
1093,Poverty Incidence among Families (%),2012,Cebu,18.9,Province,Region VII,%
1094,Poverty Incidence among Families (%),2015,Cebu,17.9,Province,Region VII,%
1095,Magnitude of Poor Families,1991,Cebu,,Province,Region VII, families
1096,Magnitude of Poor Families,2006,Cebu,209301.0,Province,Region VII, families
1097,Magnitude of Poor Families,2009,Cebu,200481.0,Province,Region VII, families
1098,Magnitude of Poor Families,2012,Cebu,185603.0,Province,Region VII, families
1099,Magnitude of Poor Families,2015,Cebu,179162.0,Province,Region VII, families
1100,Poverty Incidence among Population (%),1991,Cebu,,Province,Region VII,%
1101,Poverty Incidence among Population (%),2006,Cebu,30.4,Province,Region VII,%
1102,Poverty Incidence among Population (%),2009,Cebu,26.8,Province,Region VII,%
1103,Poverty Incidence among Population (%),2012,Cebu,22.7,Province,Region VII,%
1104,Poverty Incidence among Population (%),2015,Cebu,21.4,Province,Region VII,%
1105,Magnitude of Poor Population,1991,Cebu,,Province,Region VII, people
1106,Magnitude of Poor Population,2006,Cebu,1184478.0,Province,Region VII, people
1107,Magnitude of Poor Population,2009,Cebu,1108152.0,Province,Region VII, people
1108,Magnitude of Poor Population,2012,Cebu,1000163.0,Province,Region VII, people
1109,Magnitude of Poor Population,2015,Cebu,986557.0,Province,Region VII, people
1110,Subsistence Incidence among Population (%),1991,Cebu,,Province,Region VII,%
1111,Subsistence Incidence among Population (%),2006,Cebu,14.9,Province,Region VII,%
1112,Subsistence Incidence among Population (%),2009,Cebu,12.7,Province,Region VII,%
1113,Subsistence Incidence among Population (%),2012,Cebu,8.4,Province,Region VII,%
1114,Subsistence Incidence among Population (%),2015,Cebu,8.0,Province,Region VII,%
1115,Magnitude of Subsistence Poor Population,1991,Cebu,,Province,Region VII, people
1116,Magnitude of Subsistence Poor Population,2006,Cebu,579508.0,Province,Region VII, people
1117,Magnitude of Subsistence Poor Population,2009,Cebu,527568.0,Province,Region VII, people
1118,Magnitude of Subsistence Poor Population,2012,Cebu,370778.0,Province,Region VII, people
1119,Magnitude of Subsistence Poor Population,2015,Cebu,369384.0,Province,Region VII, people
1120,Annual Per Capita Poverty Threshold (in Pesos),1991,Compostela Valley,,Province,Region XI, PHP
1121,Annual Per Capita Poverty Threshold (in Pesos),2006,Compostela Valley,13911.0,Province,Region XI, PHP
1122,Annual Per Capita Poverty Threshold (in Pesos),2009,Compostela Valley,17788.0,Province,Region XI, PHP
1123,Annual Per Capita Poverty Threshold (in Pesos),2012,Compostela Valley,20932.0,Province,Region XI, PHP
1124,Annual Per Capita Poverty Threshold (in Pesos),2015,Compostela Valley,22740.0,Province,Region XI, PHP
1125,Poverty Incidence among Families (%),1991,Compostela Valley,,Province,Region XI,%
1126,Poverty Incidence among Families (%),2006,Compostela Valley,31.3,Province,Region XI,%
1127,Poverty Incidence among Families (%),2009,Compostela Valley,31.0,Province,Region XI,%
1128,Poverty Incidence among Families (%),2012,Compostela Valley,30.7,Province,Region XI,%
1129,Poverty Incidence among Families (%),2015,Compostela Valley,22.0,Province,Region XI,%
1130,Magnitude of Poor Families,1991,Compostela Valley,,Province,Region XI, families
1131,Magnitude of Poor Families,2006,Compostela Valley,43546.0,Province,Region XI, families
1132,Magnitude of Poor Families,2009,Compostela Valley,46267.0,Province,Region XI, families
1133,Magnitude of Poor Families,2012,Compostela Valley,48928.0,Province,Region XI, families
1134,Magnitude of Poor Families,2015,Compostela Valley,31608.0,Province,Region XI, families
1135,Poverty Incidence among Population (%),1991,Compostela Valley,,Province,Region XI,%
1136,Poverty Incidence among Population (%),2006,Compostela Valley,37.7,Province,Region XI,%
1137,Poverty Incidence among Population (%),2009,Compostela Valley,36.6,Province,Region XI,%
1138,Poverty Incidence among Population (%),2012,Compostela Valley,36.7,Province,Region XI,%
1139,Poverty Incidence among Population (%),2015,Compostela Valley,28.1,Province,Region XI,%
1140,Magnitude of Poor Population,1991,Compostela Valley,,Province,Region XI, people
1141,Magnitude of Poor Population,2006,Compostela Valley,239480.0,Province,Region XI, people
1142,Magnitude of Poor Population,2009,Compostela Valley,239800.0,Province,Region XI, people
1143,Magnitude of Poor Population,2012,Compostela Valley,259485.0,Province,Region XI, people
1144,Magnitude of Poor Population,2015,Compostela Valley,178922.0,Province,Region XI, people
1145,Subsistence Incidence among Population (%),1991,Compostela Valley,,Province,Region XI,%
1146,Subsistence Incidence among Population (%),2006,Compostela Valley,17.8,Province,Region XI,%
1147,Subsistence Incidence among Population (%),2009,Compostela Valley,14.0,Province,Region XI,%
1148,Subsistence Incidence among Population (%),2012,Compostela Valley,16.5,Province,Region XI,%
1149,Subsistence Incidence among Population (%),2015,Compostela Valley,7.3,Province,Region XI,%
1150,Magnitude of Subsistence Poor Population,1991,Compostela Valley,,Province,Region XI, people
1151,Magnitude of Subsistence Poor Population,2006,Compostela Valley,112744.0,Province,Region XI, people
1152,Magnitude of Subsistence Poor Population,2009,Compostela Valley,91320.0,Province,Region XI, people
1153,Magnitude of Subsistence Poor Population,2012,Compostela Valley,116923.0,Province,Region XI, people
1154,Magnitude of Subsistence Poor Population,2015,Compostela Valley,46728.0,Province,Region XI, people
1155,Annual Per Capita Poverty Threshold (in Pesos),1991,Cotabato City,,Province,Region XII, PHP
1156,Annual Per Capita Poverty Threshold (in Pesos),2006,Cotabato City,14629.0,Province,Region XII, PHP
1157,Annual Per Capita Poverty Threshold (in Pesos),2009,Cotabato City,18103.0,Province,Region XII, PHP
1158,Annual Per Capita Poverty Threshold (in Pesos),2012,Cotabato City,20568.0,Province,Region XII, PHP
1159,Annual Per Capita Poverty Threshold (in Pesos),2015,Cotabato City,21825.0,Province,Region XII, PHP
1160,Poverty Incidence among Families (%),1991,Cotabato City,,Province,Region XII,%
1161,Poverty Incidence among Families (%),2006,Cotabato City,27.5,Province,Region XII,%
1162,Poverty Incidence among Families (%),2009,Cotabato City,29.9,Province,Region XII,%
1163,Poverty Incidence among Families (%),2012,Cotabato City,34.5,Province,Region XII,%
1164,Poverty Incidence among Families (%),2015,Cotabato City,24.7,Province,Region XII,%
1165,Magnitude of Poor Families,1991,Cotabato City,,Province,Region XII, families
1166,Magnitude of Poor Families,2006,Cotabato City,12206.0,Province,Region XII, families
1167,Magnitude of Poor Families,2009,Cotabato City,15754.0,Province,Region XII, families
1168,Magnitude of Poor Families,2012,Cotabato City,21555.0,Province,Region XII, families
1169,Magnitude of Poor Families,2015,Cotabato City,10570.0,Province,Region XII, families
1170,Poverty Incidence among Population (%),1991,Cotabato City,,Province,Region XII,%
1171,Poverty Incidence among Population (%),2006,Cotabato City,34.4,Province,Region XII,%
1172,Poverty Incidence among Population (%),2009,Cotabato City,34.0,Province,Region XII,%
1173,Poverty Incidence among Population (%),2012,Cotabato City,44.3,Province,Region XII,%
1174,Poverty Incidence among Population (%),2015,Cotabato City,31.6,Province,Region XII,%
1175,Magnitude of Poor Population,1991,Cotabato City,,Province,Region XII, people
1176,Magnitude of Poor Population,2006,Cotabato City,77779.0,Province,Region XII, people
1177,Magnitude of Poor Population,2009,Cotabato City,94347.0,Province,Region XII, people
1178,Magnitude of Poor Population,2012,Cotabato City,130477.0,Province,Region XII, people
1179,Magnitude of Poor Population,2015,Cotabato City,62325.0,Province,Region XII, people
1180,Subsistence Incidence among Population (%),1991,Cotabato City,,Province,Region XII,%
1181,Subsistence Incidence among Population (%),2006,Cotabato City,18.2,Province,Region XII,%
1182,Subsistence Incidence among Population (%),2009,Cotabato City,10.4,Province,Region XII,%
1183,Subsistence Incidence among Population (%),2012,Cotabato City,10.2,Province,Region XII,%
1184,Subsistence Incidence among Population (%),2015,Cotabato City,10.1,Province,Region XII,%
1185,Magnitude of Subsistence Poor Population,1991,Cotabato City,,Province,Region XII, people
1186,Magnitude of Subsistence Poor Population,2006,Cotabato City,41031.0,Province,Region XII, people
1187,Magnitude of Subsistence Poor Population,2009,Cotabato City,28738.0,Province,Region XII, people
1188,Magnitude of Subsistence Poor Population,2012,Cotabato City,30070.0,Province,Region XII, people
1189,Magnitude of Subsistence Poor Population,2015,Cotabato City,19900.0,Province,Region XII, people
1190,Annual Per Capita Poverty Threshold (in Pesos),1991,Davao Oriental,,Province,Region XI, PHP
1191,Annual Per Capita Poverty Threshold (in Pesos),2006,Davao Oriental,13258.0,Province,Region XI, PHP
1192,Annual Per Capita Poverty Threshold (in Pesos),2009,Davao Oriental,16948.0,Province,Region XI, PHP
1193,Annual Per Capita Poverty Threshold (in Pesos),2012,Davao Oriental,19323.0,Province,Region XI, PHP
1194,Annual Per Capita Poverty Threshold (in Pesos),2015,Davao Oriental,22210.0,Province,Region XI, PHP
1195,Poverty Incidence among Families (%),1991,Davao Oriental,,Province,Region XI,%
1196,Poverty Incidence among Families (%),2006,Davao Oriental,42.7,Province,Region XI,%
1197,Poverty Incidence among Families (%),2009,Davao Oriental,44.3,Province,Region XI,%
1198,Poverty Incidence among Families (%),2012,Davao Oriental,37.8,Province,Region XI,%
1199,Poverty Incidence among Families (%),2015,Davao Oriental,21.3,Province,Region XI,%
1200,Magnitude of Poor Families,1991,Davao Oriental,,Province,Region XI, families
1201,Magnitude of Poor Families,2006,Davao Oriental,43761.0,Province,Region XI, families
1202,Magnitude of Poor Families,2009,Davao Oriental,49155.0,Province,Region XI, families
1203,Magnitude of Poor Families,2012,Davao Oriental,45429.0,Province,Region XI, families
1204,Magnitude of Poor Families,2015,Davao Oriental,25622.0,Province,Region XI, families
1205,Poverty Incidence among Population (%),1991,Davao Oriental,,Province,Region XI,%
1206,Poverty Incidence among Population (%),2006,Davao Oriental,50.5,Province,Region XI,%
1207,Poverty Incidence among Population (%),2009,Davao Oriental,54.4,Province,Region XI,%
1208,Poverty Incidence among Population (%),2012,Davao Oriental,45.8,Province,Region XI,%
1209,Poverty Incidence among Population (%),2015,Davao Oriental,29.9,Province,Region XI,%
1210,Magnitude of Poor Population,1991,Davao Oriental,,Province,Region XI, people
1211,Magnitude of Poor Population,2006,Davao Oriental,243821.0,Province,Region XI, people
1212,Magnitude of Poor Population,2009,Davao Oriental,262029.0,Province,Region XI, people
1213,Magnitude of Poor Population,2012,Davao Oriental,246026.0,Province,Region XI, people
1214,Magnitude of Poor Population,2015,Davao Oriental,163594.0,Province,Region XI, people
1215,Subsistence Incidence among Population (%),1991,Davao Oriental,,Province,Region XI,%
1216,Subsistence Incidence among Population (%),2006,Davao Oriental,24.4,Province,Region XI,%
1217,Subsistence Incidence among Population (%),2009,Davao Oriental,25.8,Province,Region XI,%
1218,Subsistence Incidence among Population (%),2012,Davao Oriental,22.9,Province,Region XI,%
1219,Subsistence Incidence among Population (%),2015,Davao Oriental,6.6,Province,Region XI,%
1220,Magnitude of Subsistence Poor Population,1991,Davao Oriental,,Province,Region XI, people
1221,Magnitude of Subsistence Poor Population,2006,Davao Oriental,117911.0,Province,Region XI, people
1222,Magnitude of Subsistence Poor Population,2009,Davao Oriental,124323.0,Province,Region XI, people
1223,Magnitude of Subsistence Poor Population,2012,Davao Oriental,123065.0,Province,Region XI, people
1224,Magnitude of Subsistence Poor Population,2015,Davao Oriental,36061.0,Province,Region XI, people
1225,Annual Per Capita Poverty Threshold (in Pesos),1991,Davao del Norte,,Province,Region XI, PHP
1226,Annual Per Capita Poverty Threshold (in Pesos),2006,Davao del Norte,13214.0,Province,Region XI, PHP
1227,Annual Per Capita Poverty Threshold (in Pesos),2009,Davao del Norte,16863.0,Province,Region XI, PHP
1228,Annual Per Capita Poverty Threshold (in Pesos),2012,Davao del Norte,20841.0,Province,Region XI, PHP
1229,Annual Per Capita Poverty Threshold (in Pesos),2015,Davao del Norte,24424.0,Province,Region XI, PHP
1230,Poverty Incidence among Families (%),1991,Davao del Norte,,Province,Region XI,%
1231,Poverty Incidence among Families (%),2006,Davao del Norte,26.2,Province,Region XI,%
1232,Poverty Incidence among Families (%),2009,Davao del Norte,27.2,Province,Region XI,%
1233,Poverty Incidence among Families (%),2012,Davao del Norte,26.7,Province,Region XI,%
1234,Poverty Incidence among Families (%),2015,Davao del Norte,26.1,Province,Region XI,%
1235,Magnitude of Poor Families,1991,Davao del Norte,,Province,Region XI, families
1236,Magnitude of Poor Families,2006,Davao del Norte,48669.0,Province,Region XI, families
1237,Magnitude of Poor Families,2009,Davao del Norte,55869.0,Province,Region XI, families
1238,Magnitude of Poor Families,2012,Davao del Norte,60652.0,Province,Region XI, families
1239,Magnitude of Poor Families,2015,Davao del Norte,52665.0,Province,Region XI, families
1240,Poverty Incidence among Population (%),1991,Davao del Norte,,Province,Region XI,%
1241,Poverty Incidence among Population (%),2006,Davao del Norte,31.7,Province,Region XI,%
1242,Poverty Incidence among Population (%),2009,Davao del Norte,32.0,Province,Region XI,%
1243,Poverty Incidence among Population (%),2012,Davao del Norte,33.4,Province,Region XI,%
1244,Poverty Incidence among Population (%),2015,Davao del Norte,33.2,Province,Region XI,%
1245,Magnitude of Poor Population,1991,Davao del Norte,,Province,Region XI, people
1246,Magnitude of Poor Population,2006,Davao del Norte,271315.0,Province,Region XI, people
1247,Magnitude of Poor Population,2009,Davao del Norte,285271.0,Province,Region XI, people
1248,Magnitude of Poor Population,2012,Davao del Norte,328442.0,Province,Region XI, people
1249,Magnitude of Poor Population,2015,Davao del Norte,299673.0,Province,Region XI, people
1250,Subsistence Incidence among Population (%),1991,Davao del Norte,,Province,Region XI,%
1251,Subsistence Incidence among Population (%),2006,Davao del Norte,16.6,Province,Region XI,%
1252,Subsistence Incidence among Population (%),2009,Davao del Norte,15.7,Province,Region XI,%
1253,Subsistence Incidence among Population (%),2012,Davao del Norte,12.6,Province,Region XI,%
1254,Subsistence Incidence among Population (%),2015,Davao del Norte,12.6,Province,Region XI,%
1255,Magnitude of Subsistence Poor Population,1991,Davao del Norte,,Province,Region XI, people
1256,Magnitude of Subsistence Poor Population,2006,Davao del Norte,141589.0,Province,Region XI, people
1257,Magnitude of Subsistence Poor Population,2009,Davao del Norte,140483.0,Province,Region XI, people
1258,Magnitude of Subsistence Poor Population,2012,Davao del Norte,124053.0,Province,Region XI, people
1259,Magnitude of Subsistence Poor Population,2015,Davao del Norte,113736.0,Province,Region XI, people
1260,Annual Per Capita Poverty Threshold (in Pesos),1991,Davao del Sur,,Province,Region XI, PHP
1261,Annual Per Capita Poverty Threshold (in Pesos),2006,Davao del Sur,13298.0,Province,Region XI, PHP
1262,Annual Per Capita Poverty Threshold (in Pesos),2009,Davao del Sur,17046.0,Province,Region XI, PHP
1263,Annual Per Capita Poverty Threshold (in Pesos),2012,Davao del Sur,19311.0,Province,Region XI, PHP
1264,Annual Per Capita Poverty Threshold (in Pesos),2015,Davao del Sur,21846.0,Province,Region XI, PHP
1265,Poverty Incidence among Families (%),1991,Davao del Sur,,Province,Region XI,%
1266,Poverty Incidence among Families (%),2006,Davao del Sur,19.6,Province,Region XI,%
1267,Poverty Incidence among Families (%),2009,Davao del Sur,19.3,Province,Region XI,%
1268,Poverty Incidence among Families (%),2012,Davao del Sur,20.0,Province,Region XI,%
1269,Poverty Incidence among Families (%),2015,Davao del Sur,12.0,Province,Region XI,%
1270,Magnitude of Poor Families,1991,Davao del Sur,,Province,Region XI, families
1271,Magnitude of Poor Families,2006,Davao del Sur,93824.0,Province,Region XI, families
1272,Magnitude of Poor Families,2009,Davao del Sur,100860.0,Province,Region XI, families
1273,Magnitude of Poor Families,2012,Davao del Sur,113948.0,Province,Region XI, families
1274,Magnitude of Poor Families,2015,Davao del Sur,82554.0,Province,Region XI, families
1275,Poverty Incidence among Population (%),1991,Davao del Sur,,Province,Region XI,%
1276,Poverty Incidence among Population (%),2006,Davao del Sur,23.7,Province,Region XI,%
1277,Poverty Incidence among Population (%),2009,Davao del Sur,24.8,Province,Region XI,%
1278,Poverty Incidence among Population (%),2012,Davao del Sur,24.4,Province,Region XI,%
1279,Poverty Incidence among Population (%),2015,Davao del Sur,15.6,Province,Region XI,%
1280,Magnitude of Poor Population,1991,Davao del Sur,,Province,Region XI, people
1281,Magnitude of Poor Population,2006,Davao del Sur,514676.0,Province,Region XI, people
1282,Magnitude of Poor Population,2009,Davao del Sur,569381.0,Province,Region XI, people
1283,Magnitude of Poor Population,2012,Davao del Sur,577111.0,Province,Region XI, people
1284,Magnitude of Poor Population,2015,Davao del Sur,450012.0,Province,Region XI, people
1285,Subsistence Incidence among Population (%),1991,Davao del Sur,,Province,Region XI,%
1286,Subsistence Incidence among Population (%),2006,Davao del Sur,12.6,Province,Region XI,%
1287,Subsistence Incidence among Population (%),2009,Davao del Sur,12.5,Province,Region XI,%
1288,Subsistence Incidence among Population (%),2012,Davao del Sur,10.1,Province,Region XI,%
1289,Subsistence Incidence among Population (%),2015,Davao del Sur,6.2,Province,Region XI,%
1290,Magnitude of Subsistence Poor Population,1991,Davao del Sur,,Province,Region XI, people
1291,Magnitude of Subsistence Poor Population,2006,Davao del Sur,273479.0,Province,Region XI, people
1292,Magnitude of Subsistence Poor Population,2009,Davao del Sur,286774.0,Province,Region XI, people
1293,Magnitude of Subsistence Poor Population,2012,Davao del Sur,238206.0,Province,Region XI, people
1294,Magnitude of Subsistence Poor Population,2015,Davao del Sur,177807.0,Province,Region XI, people
1295,Annual Per Capita Poverty Threshold (in Pesos),1991,Eastern Samar,,Province,Region VIII, PHP
1296,Annual Per Capita Poverty Threshold (in Pesos),2006,Eastern Samar,13140.0,Province,Region VIII, PHP
1297,Annual Per Capita Poverty Threshold (in Pesos),2009,Eastern Samar,17091.0,Province,Region VIII, PHP
1298,Annual Per Capita Poverty Threshold (in Pesos),2012,Eastern Samar,20237.0,Province,Region VIII, PHP
1299,Annual Per Capita Poverty Threshold (in Pesos),2015,Eastern Samar,22886.0,Province,Region VIII, PHP
1300,Poverty Incidence among Families (%),1991,Eastern Samar,,Province,Region VIII,%
1301,Poverty Incidence among Families (%),2006,Eastern Samar,41.3,Province,Region VIII,%
1302,Poverty Incidence among Families (%),2009,Eastern Samar,49.2,Province,Region VIII,%
